,activation_code,total_time_spent,NPS_repgrid,NPS_identity,age,num_kids,stress_score,gender,marital_status,rep_grid_elements_id,stressful_situation_rating,rep_grid_matrix,interesting_rating_repgrid_output1,learnt_score_repgrid_output1,interesting_rating_repgrid_output2,learnt_score_repgrid_output2,do_you_want_to_improve_output2,interesting_rating_repgrid_output3,learnt_score_repgrid_output3,do_you_want_to_improve_output3,interesting_rating_repgrid_output4,learnt_score_repgrid_output4,do_you_want_to_improve_output4,feeling_repgrid_activity,comments_repgrid_activity,core_identity,middle_identity,outer_identity,learnt_score_identity_activity,interesting_score_identity_activity,feeling_identity_activity,comments_identity_activity,identity_consistency_score,cumulative_time_per_page,repgrid_output1_constructs,repgrid_output1_elements,repgrid_output4,repgrid_output2,repgrid_output3_good_constructs,repgrid_output3_bad_constructs,repgrid_output3_bad_elements
10,tixT4goS ,23,10,10,28,0,17,Female,Single,"[0, 1, 13, 12, 11, 7]","[1, 0, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 0]","[array([3, 7, 4, 1, 7, 3]), array([4, 7, 4, 1, 5, 7]), array([5, 7, 5, 1, 5, 6]), array([5, 7, 6, 1, 5, 6]), array([5, 7, 5, 1, 5, 5]), array([5, 7, 3, 1, 4, 5]), array([5, 1, 5, 1, 5, 5]), array([5, 7, 6, 1, 5, 5]), array([4, 7, 5, 3, 5, 5]), array([5, 7, 5, 3, 5, 5])]",Strongly agree,Strongly agree,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Better,This exercise really opened a lot of emotions for me towards making certain decisions better. It was interesting to see the results from the correlation of my answers and it has enabled me to think of steps moving forward. ,"['organised', 'thoughtful', 'hardworking']","['lazy', 'cluttered', 'spontaneous', 'unhelpful', 'teamplayer']","['punctual', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'influential', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Strongly agree,Strongly agree,Better,I found this really useful. I somewhat feel better and it’s almost made me think deep. },3.1635802469135808,"[0.0, 0.3, 0.5666666666666667, 0.85, 2.2333333333333334, 2.3, 4.266666666666667, 4.333333333333333, 4.716666666666667, 5.65, 6.216666666666667, 6.816666666666666, 7.233333333333333, 7.7, 8.066666666666666, 8.433333333333334, 8.816666666666666, 9.25, 9.55, 9.816666666666666, 10.116666666666667, 10.183333333333334, 10.866666666666667, 11.483333333333333, 12.166666666666666, 12.366666666666667, 12.7, 12.766666666666667, 13.083333333333334, 13.7, 14.4, 14.8, 14.85]","['not confident / confident', 'unambitious / motivated']","[0, 11]",-0.2010075630518424,0.0009695243375323709,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",[],[]
11,sDYE5R1T ,22,9,8,40,0,15,Male,Married,"[0, 1, 8, 10, 7, 3]","[2, 2, 3, 2, 0, 2, 3, 0, 3, 3, 0, 2, 2, 1, 1, 3]","[array([5, 7, 4, 4, 3, 4]), array([6, 7, 4, 3, 3, 4]), array([5, 7, 4, 4, 3, 4]), array([5, 7, 4, 4, 3, 4]), array([6, 6, 3, 3, 3, 4]), array([6, 7, 4, 4, 3, 4]), array([3, 4, 3, 3, 3, 3]), array([6, 7, 4, 4, 3, 4]), array([7, 7, 4, 4, 3, 4]), array([6, 7, 4, 4, 4, 3])]",Agree,Agree,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Agree,Agree,No,Better,It is interesting and made me understand myself better. ,"['delayed', 'cluttered', 'opinionated']","['punctual', 'thoughtful', 'organised', 'compromising', 'influential']","['organised', 'punctual', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'influential', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Disagree,Agree,Same,Not sure if i would be stressed if someone says I am punctual.},1.648148148148148,"[0.0, 0.08333333333333333, 0.25, 0.4166666666666667, 3.1, 3.25, 5.683333333333334, 5.75, 6.05, 7.933333333333334, 8.783333333333333, 9.6, 10.266666666666667, 10.916666666666666, 11.883333333333333, 12.266666666666667, 12.616666666666667, 13.383333333333333, 13.75, 14.2, 14.6, 14.666666666666666, 15.15, 15.466666666666667, 15.816666666666666, 16.083333333333332, 17.916666666666668, 17.966666666666665, 18.066666666666666, 18.783333333333335, 19.166666666666668, 19.616666666666667, 19.666666666666668]","['unsuccessful / successful', 'unambitious / motivated']","[8, 3]",0.74535599249993,0.6060944023500415,[],"['uncaring / caring', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","[8, 10, 7, 3]"
12,YvwAlvp2 ,9,6,6,31,0,16,Male,Married,"[0, 1, 12, 8, 7, 13]","[1, 2, 3, 1, 0, 3, 2, 0, 1, 3, 0, 0, 3, 3, 0, 3]","[array([5, 7, 2, 3, 6, 6]), array([5, 6, 5, 5, 5, 4]), array([3, 5, 5, 6, 3, 5]), array([6, 3, 6, 4, 6, 4]), array([5, 6, 3, 5, 6, 4]), array([3, 5, 6, 4, 6, 5]), array([3, 4, 5, 4, 6, 5]), array([5, 4, 4, 5, 3, 6]), array([5, 6, 3, 5, 5, 4]), array([6, 6, 7, 6, 6, 5])]",Agree,Disagree,Disagree,Disagree,No,Agree,Agree,No,Strongly agree,Disagree,No,Same,Interesting to see such results ,"['helpful', 'teamplayer', 'serious']","['independent', 'opinionated', 'playful', 'unhelpful', 'thoughtful']","['punctual', 'organised', 'independent', 'playful', 'opinionated', 'unhelpful', 'influential', 'fastpaced', 'liberal', 'thoughtful', 'hardworking']",Agree,Agree,Same,Not very useful information },1.2438271604938271,"[0.0, 0.35, 0.6333333333333333, 0.85, 3.283333333333333, 3.3833333333333333, 6.016666666666667, 6.1, 6.333333333333333, 7.283333333333333, 7.55, 8.233333333333333, 8.65, 9.1, 9.533333333333333, 9.833333333333334, 10.233333333333333, 10.766666666666667, 11.183333333333334, 11.883333333333333, 12.433333333333334, 12.516666666666667, 14.466666666666667, 14.95, 16.016666666666666, 16.65, 17.416666666666668, 17.45, 17.7, 18.683333333333334, 19.633333333333333, 19.916666666666668, 19.966666666666665]","['unambitious / motivated', 'quiet / talkative']","[12, 7]",0.13860924831758198,-0.007404228184445499,"['unsuccessful / successful', 'selfish / generous', 'unfriendly / friendly', 'boring / fun']","['uncaring / caring', 'quiet / talkative', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']","[13, 12, 7]"
13,MXYw2yHc ,28,9,9,29,0,17,Female,Single,"[0, 1, 11, 3, 5, 8]","[2, 0, 2, 1, 0, 1, 2, 0, 2, 3, 2, 0, 1, 1, 1, 3]","[array([4, 6, 6, 6, 5, 4]), array([5, 7, 5, 5, 5, 4]), array([6, 7, 5, 4, 5, 6]), array([6, 6, 5, 5, 3, 4]), array([5, 6, 3, 3, 3, 3]), array([5, 7, 3, 2, 3, 4]), array([4, 6, 4, 3, 4, 3]), array([6, 7, 5, 4, 3, 4]), array([5, 7, 6, 4, 3, 3]), array([5, 6, 5, 4, 4, 4])]",Agree,Agree,Agree,Strongly agree,Yes,Agree,Disagree,Yes,Strongly agree,Strongly agree,Yes,Better,I have found this very interesting and would like to take another ,"['influential', 'punctual', 'teamplayer']","['following', 'delayed', 'serious', 'spontaneous', 'independent']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Better,I found this definitely interesting and a bit of an eye opener. I would definitely recommend this},1.3981481481481481,"[0.0, 0.016666666666666666, 0.16666666666666666, 0.23333333333333334, 0.9166666666666666, 0.95, 2.316666666666667, 2.7, 2.7333333333333334, 3.066666666666667, 3.2, 3.533333333333333, 4.083333333333333, 4.266666666666667, 4.55, 4.766666666666667, 5.066666666666666, 5.266666666666667, 5.366666666666666, 5.616666666666666, 5.816666666666666, 5.866666666666666, 6.1, 6.383333333333334, 6.783333333333333, 6.983333333333333, 7.683333333333334, 7.716666666666667, 7.766666666666667, 8.383333333333333, 8.7, 8.85, 8.883333333333333]","['selfish / generous', 'boring / fun']","[8, 3]",0.42857142857142855,0.14133170420293592,"['unsuccessful / successful', 'uncaring / caring', 'stubborn / docile']","['selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'not understanding / understanding', 'not confident / confident']","[11, 3, 5, 8]"
14,WEHFaqpc ,11,8,8,37,2,20,Female,Married,"[0, 1, 4, 13, 12, 9]","[1, 0, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 3]","[array([4, 7, 2, 5, 4, 4]), array([5, 6, 5, 6, 6, 6]), array([5, 6, 4, 6, 6, 6]), array([5, 6, 2, 6, 5, 6]), array([4, 4, 2, 5, 4, 5]), array([4, 5, 3, 6, 5, 6]), array([2, 4, 1, 4, 3, 3]), array([5, 7, 2, 6, 5, 6]), array([4, 7, 3, 6, 6, 6]), array([5, 6, 4, 6, 5, 5])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,Highlights issues that I have known about but really made it more clear that I need to address them,"['punctual', 'helpful', 'hardworking']","['lazy', 'cluttered', 'unhelpful', 'delayed', 'serious']","['delayed', 'cluttered', 'teamplayer', 'serious', 'opinionated', 'unhelpful', 'slowpaced', 'conservative', 'thoughtful', 'lazy', 'following']",Agree,Agree,Same,Highlights what characteristics are import to me},1.4351851851851851,"[0.0, 0.08333333333333333, 0.26666666666666666, 0.36666666666666664, 1.1166666666666667, 1.1666666666666667, 2.65, 2.8, 2.966666666666667, 3.3333333333333335, 3.5166666666666666, 3.966666666666667, 4.316666666666666, 4.933333333333334, 5.25, 5.483333333333333, 5.866666666666666, 6.516666666666667, 7.033333333333333, 7.4, 7.7, 7.766666666666667, 8.3, 8.6, 9.5, 9.833333333333334, 11.266666666666667, 11.366666666666667, 11.533333333333333, 11.933333333333334, 12.366666666666667, 12.516666666666667, 12.55]","['unsuccessful / successful', 'boring / fun']","[4, 1]",0.5777188298841615,0.4896060699013759,"['unsuccessful / successful', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']",['boring / fun'],"[4, 13, 9]"
15,1ZWBTYiI ,32,9,9,39,2,24,Female,Married,"[0, 1, 12, 9, 10, 4]","[3, 2, 3, 3, 1, 2, 3, 0, 3, 2, 2, 1, 1, 3, 2, 1]","[array([5, 7, 4, 7, 5, 6]), array([7, 7, 5, 7, 7, 7]), array([7, 7, 7, 7, 7, 7]), array([7, 7, 7, 7, 7, 7]), array([6, 7, 4, 7, 6, 7]), array([4, 7, 6, 6, 6, 7]), array([6, 4, 6, 7, 6, 5]), array([7, 7, 4, 7, 7, 7]), array([6, 5, 7, 2, 7, 6]), array([1, 7, 5, 6, 4, 7])]",Agree,Agree,Agree,Agree,No,Agree,Agree,Yes,Agree,Agree,Yes,Same,No,"['organised', 'influential', 'playful']","['cluttered', 'unhelpful', 'serious', 'following', 'slowpaced']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,No},1.4166666666666667,"[0.0, 0.03333333333333333, 0.15, 0.2, 1.8833333333333333, 2.0166666666666666, 6.366666666666666, 6.433333333333334, 7.45, 8.85, 9.566666666666666, 10.483333333333333, 11.05, 11.883333333333333, 12.866666666666667, 13.416666666666666, 13.916666666666666, 14.683333333333334, 16.916666666666668, 17.283333333333335, 19.316666666666666, 19.366666666666667, 20.95, 21.333333333333332, 22.066666666666666, 23.033333333333335, 23.9, 23.933333333333334, 24.183333333333334, 24.633333333333333, 25.683333333333334, 26.116666666666667, 26.183333333333334]","['uncaring / caring', 'not understanding / understanding']","[1, 10]",-0.1084333414387259,0.14734012566347948,"['unsuccessful / successful', 'boring / fun', 'stubborn / docile', 'not confident / confident']",['unambitious / motivated'],"[12, 9, 10]"
16,MbdjmoSe ,33,8,7,39,0,26,Male,Married,"[0, 1, 11, 10, 12, 3]","[2, 0, 3, 2, 1, 3, 1, 1, 1, 2, 1, 2, 2, 1, 0, 2]","[array([3, 7, 4, 3, 2, 3]), array([5, 7, 7, 7, 7, 3]), array([6, 7, 6, 6, 4, 6]), array([4, 7, 3, 5, 5, 5]), array([4, 7, 3, 3, 3, 2]), array([5, 7, 3, 4, 4, 3]), array([4, 4, 3, 3, 3, 1]), array([5, 7, 3, 3, 4, 3]), array([5, 7, 7, 7, 4, 4]), array([3, 7, 4, 2, 2, 3])]",Agree,Agree,Agree,Disagree,Yes,Strongly agree,Strongly agree,Yes,Agree,Agree,Yes,Better,It is interesting to compare where I see myself and where I would like to be. This provides motivation for improvement ,"['hardworking', 'influential', 'liberal']","['cluttered', 'following', 'conservative', 'lazy', 'spontaneous']","['delayed', 'cluttered', 'independent', 'opinionated', 'serious', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Strongly agree,Agree,Same,I feel I know this about myself,1.9135802469135805,"[0.0, 0.016666666666666666, 0.15, 0.21666666666666667, 0.8666666666666667, 0.9, 2.066666666666667, 2.1166666666666667, 2.183333333333333, 3.0, 3.15, 3.6666666666666665, 4.116666666666666, 4.416666666666667, 4.716666666666667, 4.966666666666667, 5.166666666666667, 5.483333333333333, 5.75, 5.95, 6.116666666666666, 6.15, 6.55, 6.8, 7.133333333333334, 7.333333333333333, 7.966666666666667, 8.016666666666667, 8.083333333333334, 8.666666666666666, 9.583333333333334, 9.916666666666666, 9.95]","['not confident / confident', 'stubborn / docile']","[3, 10]",0.14547859349066156,0.2847618820034513,"['uncaring / caring', 'unfriendly / friendly', 'unambitious / motivated']","['selfish / generous', 'stubborn / docile']","[12, 3]"
17,LzNNmife ,12,1,2,35,2,20,Female,Married,"[0, 1, 13, 12, 10, 2]","[2, 1, 2, 1, 1, 1, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1]","[array([4, 5, 4, 4, 6, 6]), array([5, 5, 5, 5, 6, 6]), array([4, 5, 5, 5, 6, 6]), array([5, 5, 5, 6, 6, 6]), array([5, 5, 4, 5, 6, 6]), array([5, 6, 5, 5, 6, 6]), array([6, 5, 5, 4, 6, 5]), array([5, 6, 5, 6, 6, 6]), array([4, 5, 5, 4, 5, 5]), array([5, 6, 5, 5, 6, 6])]",Disagree,Agree,Disagree,Disagree,No,Disagree,Disagree,No,Disagree,Disagree,No,Same,Very repetitive ,"['helpful', 'punctual', 'organised']","['cluttered', 'unhelpful', 'lazy', 'delayed', 'serious']","['delayed', 'cluttered', 'teamplayer', 'serious', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Disagree,Disagree,Same,No},0.37962962962962954,"[0.0, 0.03333333333333333, 0.15, 0.23333333333333334, 2.066666666666667, 2.283333333333333, 4.566666666666666, 4.633333333333334, 4.833333333333333, 7.483333333333333, 7.866666666666666, 8.75, 9.35, 10.35, 10.45, 10.866666666666667, 11.116666666666667, 20.466666666666665, 21.116666666666667, 21.716666666666665, 22.116666666666667, 22.233333333333334, 24.716666666666665, 26.083333333333332, 26.733333333333334, 27.033333333333335, 27.55, 27.616666666666667, 27.95, 28.7, 29.866666666666667, 30.5, 30.55]","['not understanding / understanding', 'unsuccessful / successful']","[10, 2]",0.21821789023599236,0.2992702494665038,[],"['unsuccessful / successful', 'selfish / generous', 'stubborn / docile']","[10, 2, 12]"
18,TpAM7MlI ,29,10,10,47,1,14,Female,Divorced,"[0, 1, 12, 11, 13, 6]","[1, 1, 3, 3, 2, 1, 3, 1, 3, 3, 1, 3, 2, 0, 1, 1]","[array([5, 7, 6, 4, 6, 5]), array([6, 7, 6, 7, 6, 6]), array([5, 7, 7, 5, 5, 5]), array([5, 7, 5, 4, 5, 5]), array([7, 7, 7, 4, 5, 6]), array([4, 7, 6, 3, 4, 6]), array([2, 4, 2, 4, 4, 4]), array([7, 7, 6, 4, 5, 6]), array([4, 7, 5, 3, 5, 5]), array([3, 7, 4, 2, 5, 4])]",Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Better,I enjoyed doing this exercise as it shows me that there are certain areas that i need to work on,"['helpful', 'thoughtful', 'compromising']","['independent', 'spontaneous', 'unhelpful', 'serious', 'opinionated']","['organised', 'independent', 'serious', 'unhelpful', 'opinionated', 'conservative', 'influential', 'punctual', 'fastpaced', 'spontaneous', 'lazy']",Strongly agree,Agree,Better,The results are enlightening,1.324074074074074,"[0.0, 0.21666666666666667, 0.43333333333333335, 0.7, 3.683333333333333, 3.8333333333333335, 7.766666666666667, 7.95, 8.65, 9.65, 9.95, 11.216666666666667, 12.566666666666666, 14.7, 16.25, 17.316666666666666, 19.016666666666666, 23.15, 23.7, 24.1, 24.55, 24.616666666666667, 25.366666666666667, 26.35, 27.283333333333335, 27.783333333333335, 28.766666666666666, 28.833333333333332, 29.116666666666667, 29.866666666666667, 30.783333333333335, 31.183333333333334, 31.3]","['not confident / confident', 'quiet / talkative']","[12, 1]",0.6075482512438447,0.49252181187585914,"['unsuccessful / successful', 'selfish / generous', 'unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'unambitious / motivated', 'not confident / confident']","['quiet / talkative', 'not understanding / understanding']","[11, 13]"
19,DhFjWp63 ,14,6,7,48,1,22,Female,Single,"[0, 1, 12, 9, 13, 6]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 2, 0, 3]","[array([4, 6, 5, 5, 7, 7]), array([7, 7, 6, 6, 7, 7]), array([6, 6, 5, 5, 7, 7]), array([6, 6, 5, 5, 7, 7]), array([6, 7, 5, 6, 7, 7]), array([6, 6, 4, 6, 7, 7]), array([6, 6, 5, 5, 6, 6]), array([6, 6, 5, 5, 7, 7]), array([5, 7, 5, 6, 6, 6]), array([5, 7, 5, 5, 6, 6])]",Agree,Disagree,Agree,Agree,No,Agree,Agree,Yes,Agree,Agree,Yes,Same,No,"['organised', 'punctual', 'playful']","['delayed', 'slowpaced', 'cluttered', 'serious', 'spontaneous']","['delayed', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,No},0.669753086419753,"[0.0, 0.15, 0.4, 0.45, 1.45, 1.4666666666666666, 2.5833333333333335, 2.6, 2.6166666666666667, 3.433333333333333, 3.65, 4.133333333333334, 4.533333333333333, 5.0, 5.333333333333333, 5.833333333333333, 6.2, 6.533333333333333, 6.966666666666667, 7.333333333333333, 7.55, 7.55, 8.233333333333333, 8.616666666666667, 9.05, 9.2, 9.733333333333333, 9.783333333333333, 9.883333333333333, 10.7, 11.483333333333333, 11.833333333333334, 11.883333333333333]","['unfriendly / friendly', 'not understanding / understanding']","[13, 1]",0.052270837348931676,0.07586859803402105,"['unsuccessful / successful', 'unambitious / motivated', 'not confident / confident']",[],[]
20,mUfRQGN4 ,23,10,10,26,0,15,Female,Single,"[0, 1, 11, 12, 6, 2]","[0, 1, 2, 1, 0, 2, 3, 2, 3, 2, 1, 1, 1, 1, 1, 1]","[array([5, 7, 5, 7, 4, 7]), array([6, 7, 5, 7, 5, 7]), array([5, 6, 5, 4, 4, 7]), array([6, 7, 7, 7, 5, 7]), array([7, 6, 5, 7, 4, 7]), array([5, 7, 6, 7, 5, 7]), array([6, 5, 6, 5, 7, 6]), array([6, 7, 5, 7, 3, 6]), array([6, 7, 6, 7, 3, 6]), array([5, 7, 6, 7, 3, 7])]",Strongly agree,Strongly agree,Agree,Disagree,Yes,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Same,The repertory grid has made me think. Back tracking through recent situation & feels I have left at work & how I react. ,"['independent', 'helpful', 'thoughtful']","['teamplayer', 'unhelpful', 'opinionated', 'lazy', 'spontaneous']","['punctual', 'organised', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Strongly agree,Same,A simple exercise that makes you think about yourself as a person. },1.2932098765432098,"[0.0, 0.016666666666666666, 0.4, 0.75, 1.9666666666666666, 2.0166666666666666, 4.5, 4.566666666666666, 4.683333333333334, 6.133333333333334, 6.216666666666667, 6.65, 7.033333333333333, 7.283333333333333, 7.6, 7.866666666666666, 8.116666666666667, 8.416666666666666, 8.65, 8.933333333333334, 9.166666666666666, 9.25, 9.766666666666667, 10.116666666666667, 10.716666666666667, 11.05, 11.433333333333334, 11.483333333333333, 11.566666666666666, 12.2, 12.65, 13.25, 13.3]","['not understanding / understanding', 'stubborn / docile']","[1, 12]",-0.28252896560880675,0.03955382037239712,"['unsuccessful / successful', 'boring / fun', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']","[11, 6, 12, 2]"
21,svd2G1Bs ,30,6,6,39,2,22,Male,Married,"[0, 1, 12, 13, 11, 2]","[2, 2, 3, 2, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[array([4, 6, 4, 3, 5, 6]), array([6, 6, 6, 5, 6, 7]), array([6, 6, 6, 6, 6, 6]), array([4, 6, 5, 5, 5, 6]), array([5, 6, 6, 4, 5, 6]), array([4, 6, 3, 5, 5, 6]), array([2, 5, 2, 2, 3, 6]), array([3, 5, 3, 2, 4, 6]), array([3, 6, 3, 3, 3, 4]), array([3, 6, 3, 3, 4, 6])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Worse,I am feeling very stressed at the moment and this survey has highlighted that even more ,"['teamplayer', 'helpful', 'hardworking']","['cluttered', 'unhelpful', 'independent', 'lazy', 'spontaneous']","['delayed', 'cluttered', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Better,I was already aware of these attributes },1.1975308641975309,"[0.0, 0.48333333333333334, 0.6666666666666666, 1.0, 2.3333333333333335, 2.4166666666666665, 4.833333333333333, 4.916666666666667, 5.55, 7.15, 8.333333333333334, 8.966666666666667, 9.383333333333333, 9.9, 10.566666666666666, 11.483333333333333, 12.066666666666666, 12.483333333333333, 12.833333333333334, 13.433333333333334, 13.883333333333333, 13.95, 14.916666666666666, 16.283333333333335, 17.283333333333335, 17.616666666666667, 18.85, 18.95, 19.45, 20.233333333333334, 20.95, 21.45, 21.483333333333334]","['boring / fun', 'not confident / confident']","[11, 1]",0.5929270612815711,0.45851799157516665,"['unsuccessful / successful', 'unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",['quiet / talkative'],[13]
22,1h4J6qdp ,21,6,6,45,0,10,Female,Single,"[0, 1, 10, 12, 9, 4]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[array([5, 7, 7, 7, 5, 7]), array([6, 7, 7, 7, 5, 6]), array([6, 7, 7, 7, 6, 6]), array([7, 7, 7, 7, 7, 6]), array([7, 5, 7, 7, 5, 7]), array([5, 7, 7, 5, 5, 5]), array([5, 6, 3, 4, 4, 7]), array([6, 7, 7, 6, 7, 5]), array([5, 7, 7, 7, 5, 5]), array([7, 7, 7, 7, 7, 7])]",Disagree,Disagree,Disagree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,N/A,"['punctual', 'teamplayer', 'fast-paced']","['delayed', 'independent', 'liberal', 'slowpaced', 'compromising']","['delayed', 'cluttered', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'liberal', 'thoughtful', 'lazy']",Disagree,Disagree,Same,N/A},0.7129629629629629,"[0.0, 0.16666666666666666, 0.3333333333333333, 0.38333333333333336, 1.7666666666666666, 1.9, 4.483333333333333, 4.533333333333333, 4.583333333333333, 5.65, 5.95, 6.533333333333333, 7.05, 7.533333333333333, 7.766666666666667, 8.116666666666667, 8.433333333333334, 8.833333333333334, 9.283333333333333, 9.533333333333333, 9.983333333333333, 10.033333333333333, 10.8, 10.95, 11.416666666666666, 11.633333333333333, 12.233333333333333, 12.25, 12.283333333333333, 12.916666666666666, 13.666666666666666, 14.033333333333333, 14.05]","['not understanding / understanding', 'uncaring / caring']","[1, 0]",-0.24441445020945723,0.04498497481109824,"['unsuccessful / successful', 'quiet / talkative', 'boring / fun', 'unambitious / motivated']","['uncaring / caring', 'stubborn / docile', 'not understanding / understanding']","[9, 10, 12, 4]"
23,79PDv4N9 ,19,8,7,37,0,21,Male,Single,"[0, 1, 8, 11, 2, 3]","[1, 0, 2, 0, 0, 1, 1, 0, 2, 1, 3, 0, 1, 2, 0, 0]","[array([4, 7, 3, 3, 2, 2]), array([3, 7, 3, 3, 1, 2]), array([3, 7, 3, 2, 1, 1]), array([4, 7, 3, 3, 3, 1]), array([5, 7, 4, 2, 1, 1]), array([4, 7, 3, 2, 1, 1]), array([4, 6, 3, 2, 1, 1]), array([5, 7, 4, 3, 1, 1]), array([5, 7, 4, 5, 1, 1]), array([5, 7, 4, 3, 1, 1])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Strongly agree,Agree,Yes,Better,I can focus in thise features,"['independent', 'influential', 'thoughtful']","['teamplayer', 'spontaneous', 'opinionated', 'following', 'lazy']","['organised', 'teamplayer', 'punctual', 'playful', 'opinionated', 'unhelpful', 'following', 'fastpaced', 'liberal', 'lazy', 'spontaneous']",Disagree,Agree,Same,I am more influential},4.070987654320988,"[0.0, 0.13333333333333333, 0.35, 0.5333333333333333, 2.25, 2.433333333333333, 4.966666666666667, 5.033333333333333, 5.233333333333333, 6.433333333333334, 6.7, 7.666666666666667, 8.483333333333333, 9.85, 11.083333333333334, 11.783333333333333, 12.766666666666667, 13.5, 14.15, 15.333333333333334, 16.0, 16.116666666666667, 16.766666666666666, 17.383333333333333, 17.95, 19.1, 19.466666666666665, 19.5, 19.666666666666668, 20.25, 20.85, 21.35, 21.516666666666666]","['not understanding / understanding', 'not confident / confident']","[3, 11]",0.08908708063747482,0.19799613626588103,['unambitious / motivated'],[],[]
24,b7CfFy8I ,8,7,7,40,2,28,Male,Married,"[0, 1, 11, 8, 7, 4]","[2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 3, 3, 2, 2, 3, 2]","[array([6, 5, 6, 6, 5, 6]), array([6, 6, 5, 6, 6, 5]), array([6, 6, 6, 6, 7, 5]), array([6, 5, 6, 5, 6, 6]), array([6, 5, 6, 5, 6, 5]), array([6, 6, 6, 4, 4, 6]), array([6, 3, 4, 6, 4, 5]), array([5, 5, 6, 5, 6, 5]), array([6, 5, 6, 6, 6, 6]), array([5, 5, 6, 6, 6, 5])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Strongly agree,Agree,Yes,Same,No,"['serious', 'influential', 'opinionated']","['delayed', 'following', 'cluttered', 'playful', 'compromising']","['delayed', 'cluttered', 'independent', 'playful', 'compromising', 'unhelpful', 'following', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,No},0.41666666666666663,"[0.0, 0.3, 0.43333333333333335, 0.6333333333333333, 1.5166666666666666, 1.5666666666666667, 3.7666666666666666, 3.8, 4.016666666666667, 5.183333333333334, 5.483333333333333, 6.016666666666667, 6.483333333333333, 7.166666666666667, 7.6, 7.933333333333334, 8.4, 10.233333333333333, 10.6, 10.866666666666667, 11.133333333333333, 11.183333333333334, 12.216666666666667, 12.566666666666666, 13.616666666666667, 14.0, 15.15, 15.2, 15.416666666666666, 16.15, 16.516666666666666, 17.45, 17.483333333333334]","['unambitious / motivated', 'selfish / generous']","[4, 7]",0.06019292654288462,0.20109530196769052,['stubborn / docile'],['boring / fun'],"[8, 7]"
